"MapDate","FIPS","County","State","None","D0","D1","D2","D3","D4","ValidStart","ValidEnd","StatisticFormatID","week_num","DSCI_ma"
2019-08-27,25001,"Barnstable County","MA",100,0,0,0,0,0,"8/27/19","9/2/19",1,"2019-35",0
2019-08-20,25001,"Barnstable County","MA",100,0,0,0,0,0,"8/20/19","8/26/19",1,"2019-34",0
2019-08-13,25001,"Barnstable County","MA",100,0,0,0,0,0,"8/13/19","8/19/19",1,"2019-33",0
2019-08-06,25001,"Barnstable County","MA",100,0,0,0,0,0,"8/6/19","8/12/19",1,"2019-32",0
2019-07-30,25001,"Barnstable County","MA",100,0,0,0,0,0,"7/30/19","8/5/19",1,"2019-31",0
2019-07-23,25001,"Barnstable County","MA",100,0,0,0,0,0,"7/23/19","7/29/19",1,"2019-30",0
2019-07-16,25001,"Barnstable County","MA",100,0,0,0,0,0,"7/16/19","7/22/19",1,"2019-29",0
2019-07-09,25001,"Barnstable County","MA",100,0,0,0,0,0,"7/9/19","7/15/19",1,"2019-28",0
2019-07-02,25001,"Barnstable County","MA",100,0,0,0,0,0,"7/2/19","7/8/19",1,"2019-27",0
2019-06-25,25001,"Barnstable County","MA",100,0,0,0,0,0,"6/25/19","7/1/19",1,"2019-26",0
2019-06-18,25001,"Barnstable County","MA",100,0,0,0,0,0,"6/18/19","6/24/19",1,"2019-25",0
2019-06-11,25001,"Barnstable County","MA",100,0,0,0,0,0,"6/11/19","6/17/19",1,"2019-24",0
2019-06-04,25001,"Barnstable County","MA",100,0,0,0,0,0,"6/4/19","6/10/19",1,"2019-23",0
2019-05-28,25001,"Barnstable County","MA",100,0,0,0,0,0,"5/28/19","6/3/19",1,"2019-22",0
2019-05-21,25001,"Barnstable County","MA",100,0,0,0,0,0,"5/21/19","5/27/19",1,"2019-21",0
2019-05-14,25001,"Barnstable County","MA",100,0,0,0,0,0,"5/14/19","5/20/19",1,"2019-20",0
2019-05-07,25001,"Barnstable County","MA",100,0,0,0,0,0,"5/7/19","5/13/19",1,"2019-19",0
2019-04-30,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/30/19","5/6/19",1,"2019-18",0
2019-04-23,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/23/19","4/29/19",1,"2019-17",0
2019-04-16,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/16/19","4/22/19",1,"2019-16",0
2019-04-09,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/9/19","4/15/19",1,"2019-15",0
2019-04-02,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/2/19","4/8/19",1,"2019-14",0
2019-03-26,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/26/19","4/1/19",1,"2019-13",0
2019-03-19,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/19/19","3/25/19",1,"2019-12",0
2019-03-12,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/12/19","3/18/19",1,"2019-11",0
2019-03-05,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/5/19","3/11/19",1,"2019-10",0
2019-02-26,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/26/19","3/4/19",1,"2019-09",0
2019-02-19,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/19/19","2/25/19",1,"2019-08",0
2019-02-12,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/12/19","2/18/19",1,"2019-07",0
2019-02-05,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/5/19","2/11/19",1,"2019-06",0
2019-01-29,25001,"Barnstable County","MA",100,0,0,0,0,0,"1/29/19","2/4/19",1,"2019-05",0
2019-01-22,25001,"Barnstable County","MA",100,0,0,0,0,0,"1/22/19","1/28/19",1,"2019-04",0
2019-01-15,25001,"Barnstable County","MA",100,0,0,0,0,0,"1/15/19","1/21/19",1,"2019-03",0
2019-01-08,25001,"Barnstable County","MA",100,0,0,0,0,0,"1/8/19","1/14/19",1,"2019-02",0
2019-01-01,25001,"Barnstable County","MA",100,0,0,0,0,0,"1/1/19","1/7/19",1,"2019-01",0
2018-12-25,25001,"Barnstable County","MA",100,0,0,0,0,0,"12/25/18","12/31/18",1,"2018-52",0
2018-12-18,25001,"Barnstable County","MA",100,0,0,0,0,0,"12/18/18","12/24/18",1,"2018-51",0
2018-12-11,25001,"Barnstable County","MA",100,0,0,0,0,0,"12/11/18","12/17/18",1,"2018-50",0
2018-12-04,25001,"Barnstable County","MA",100,0,0,0,0,0,"12/4/18","12/10/18",1,"2018-49",0
2018-11-27,25001,"Barnstable County","MA",100,0,0,0,0,0,"11/27/18","12/3/18",1,"2018-48",0
2018-11-20,25001,"Barnstable County","MA",100,0,0,0,0,0,"11/20/18","11/26/18",1,"2018-47",0
2018-11-13,25001,"Barnstable County","MA",100,0,0,0,0,0,"11/13/18","11/19/18",1,"2018-46",0
2018-11-06,25001,"Barnstable County","MA",100,0,0,0,0,0,"11/6/18","11/12/18",1,"2018-45",0
2018-10-30,25001,"Barnstable County","MA",100,0,0,0,0,0,"10/30/18","11/5/18",1,"2018-44",0
2018-10-23,25001,"Barnstable County","MA",77.75,22.25,0,0,0,0,"10/23/18","10/29/18",1,"2018-43",22.25
2018-10-16,25001,"Barnstable County","MA",77.75,22.25,0,0,0,0,"10/16/18","10/22/18",1,"2018-42",22.25
2018-10-09,25001,"Barnstable County","MA",77.75,22.25,0,0,0,0,"10/9/18","10/15/18",1,"2018-41",22.25
2018-10-02,25001,"Barnstable County","MA",77.75,22.25,0,0,0,0,"10/2/18","10/8/18",1,"2018-40",22.25
2018-09-25,25001,"Barnstable County","MA",62.61,37.39,0,0,0,0,"9/25/18","10/1/18",1,"2018-39",37.39
2018-09-18,25001,"Barnstable County","MA",0,100,0,0,0,0,"9/18/18","9/24/18",1,"2018-38",100
2018-09-11,25001,"Barnstable County","MA",0,100,0,0,0,0,"9/11/18","9/17/18",1,"2018-37",100
2018-09-04,25001,"Barnstable County","MA",0,100,0,0,0,0,"9/4/18","9/10/18",1,"2018-36",100
2018-08-28,25001,"Barnstable County","MA",17.88,82.12,0,0,0,0,"8/28/18","9/3/18",1,"2018-35",82.12
2018-08-21,25001,"Barnstable County","MA",0,100,0,0,0,0,"8/21/18","8/27/18",1,"2018-34",100
2018-08-14,25001,"Barnstable County","MA",0,100,0,0,0,0,"8/14/18","8/20/18",1,"2018-33",100
2018-08-07,25001,"Barnstable County","MA",0,100,0,0,0,0,"8/7/18","8/13/18",1,"2018-32",100
2018-07-31,25001,"Barnstable County","MA",0,100,0,0,0,0,"7/31/18","8/6/18",1,"2018-31",100
2018-07-24,25001,"Barnstable County","MA",100,0,0,0,0,0,"7/24/18","7/30/18",1,"2018-30",0
2018-07-17,25001,"Barnstable County","MA",100,0,0,0,0,0,"7/17/18","7/23/18",1,"2018-29",0
2018-07-10,25001,"Barnstable County","MA",100,0,0,0,0,0,"7/10/18","7/16/18",1,"2018-28",0
2018-07-03,25001,"Barnstable County","MA",100,0,0,0,0,0,"7/3/18","7/9/18",1,"2018-27",0
2018-06-26,25001,"Barnstable County","MA",100,0,0,0,0,0,"6/26/18","7/2/18",1,"2018-26",0
2018-06-19,25001,"Barnstable County","MA",100,0,0,0,0,0,"6/19/18","6/25/18",1,"2018-25",0
2018-06-12,25001,"Barnstable County","MA",100,0,0,0,0,0,"6/12/18","6/18/18",1,"2018-24",0
2018-06-05,25001,"Barnstable County","MA",100,0,0,0,0,0,"6/5/18","6/11/18",1,"2018-23",0
2018-05-29,25001,"Barnstable County","MA",100,0,0,0,0,0,"5/29/18","6/4/18",1,"2018-22",0
2018-05-22,25001,"Barnstable County","MA",100,0,0,0,0,0,"5/22/18","5/28/18",1,"2018-21",0
2018-05-15,25001,"Barnstable County","MA",100,0,0,0,0,0,"5/15/18","5/21/18",1,"2018-20",0
2018-05-08,25001,"Barnstable County","MA",100,0,0,0,0,0,"5/8/18","5/14/18",1,"2018-19",0
2018-05-01,25001,"Barnstable County","MA",100,0,0,0,0,0,"5/1/18","5/7/18",1,"2018-18",0
2018-04-24,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/24/18","4/30/18",1,"2018-17",0
2018-04-17,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/17/18","4/23/18",1,"2018-16",0
2018-04-10,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/10/18","4/16/18",1,"2018-15",0
2018-04-03,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/3/18","4/9/18",1,"2018-14",0
2018-03-27,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/27/18","4/2/18",1,"2018-13",0
2018-03-20,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/20/18","3/26/18",1,"2018-12",0
2018-03-13,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/13/18","3/19/18",1,"2018-11",0
2018-03-06,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/6/18","3/12/18",1,"2018-10",0
2018-02-27,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/27/18","3/5/18",1,"2018-09",0
2018-02-20,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/20/18","2/26/18",1,"2018-08",0
2018-02-13,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/13/18","2/19/18",1,"2018-07",0
2018-02-06,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/6/18","2/12/18",1,"2018-06",0
2018-01-30,25001,"Barnstable County","MA",100,0,0,0,0,0,"1/30/18","2/5/18",1,"2018-05",0
2018-01-23,25001,"Barnstable County","MA",100,0,0,0,0,0,"1/23/18","1/29/18",1,"2018-04",0
2018-01-16,25001,"Barnstable County","MA",100,0,0,0,0,0,"1/16/18","1/22/18",1,"2018-03",0
2018-01-09,25001,"Barnstable County","MA",100,0,0,0,0,0,"1/9/18","1/15/18",1,"2018-02",0
2018-01-02,25001,"Barnstable County","MA",100,0,0,0,0,0,"1/2/18","1/8/18",1,"2018-01",0
2017-12-26,25001,"Barnstable County","MA",100,0,0,0,0,0,"12/26/17","1/1/18",1,"2017-52",0
2017-12-19,25001,"Barnstable County","MA",100,0,0,0,0,0,"12/19/17","12/25/17",1,"2017-51",0
2017-12-12,25001,"Barnstable County","MA",100,0,0,0,0,0,"12/12/17","12/18/17",1,"2017-50",0
2017-12-05,25001,"Barnstable County","MA",100,0,0,0,0,0,"12/5/17","12/11/17",1,"2017-49",0
2017-11-28,25001,"Barnstable County","MA",100,0,0,0,0,0,"11/28/17","12/4/17",1,"2017-48",0
2017-11-21,25001,"Barnstable County","MA",100,0,0,0,0,0,"11/21/17","11/27/17",1,"2017-47",0
2017-11-14,25001,"Barnstable County","MA",100,0,0,0,0,0,"11/14/17","11/20/17",1,"2017-46",0
2017-11-07,25001,"Barnstable County","MA",100,0,0,0,0,0,"11/7/17","11/13/17",1,"2017-45",0
2017-10-31,25001,"Barnstable County","MA",100,0,0,0,0,0,"10/31/17","11/6/17",1,"2017-44",0
2017-10-24,25001,"Barnstable County","MA",100,0,0,0,0,0,"10/24/17","10/30/17",1,"2017-43",0
2017-10-17,25001,"Barnstable County","MA",100,0,0,0,0,0,"10/17/17","10/23/17",1,"2017-42",0
2017-10-10,25001,"Barnstable County","MA",100,0,0,0,0,0,"10/10/17","10/16/17",1,"2017-41",0
2017-10-03,25001,"Barnstable County","MA",100,0,0,0,0,0,"10/3/17","10/9/17",1,"2017-40",0
2017-09-26,25001,"Barnstable County","MA",100,0,0,0,0,0,"9/26/17","10/2/17",1,"2017-39",0
2017-09-19,25001,"Barnstable County","MA",99.89,0.11,0,0,0,0,"9/19/17","9/25/17",1,"2017-38",0.11
2017-09-12,25001,"Barnstable County","MA",99.89,0.11,0,0,0,0,"9/12/17","9/18/17",1,"2017-37",0.11
2017-09-05,25001,"Barnstable County","MA",99.89,0.11,0,0,0,0,"9/5/17","9/11/17",1,"2017-36",0.11
2017-08-29,25001,"Barnstable County","MA",99.89,0.11,0,0,0,0,"8/29/17","9/4/17",1,"2017-35",0.11
2017-08-22,25001,"Barnstable County","MA",99.89,0.11,0,0,0,0,"8/22/17","8/28/17",1,"2017-34",0.11
2017-08-15,25001,"Barnstable County","MA",99.89,0.11,0,0,0,0,"8/15/17","8/21/17",1,"2017-33",0.11
2017-08-08,25001,"Barnstable County","MA",100,0,0,0,0,0,"8/8/17","8/14/17",1,"2017-32",0
2017-08-01,25001,"Barnstable County","MA",100,0,0,0,0,0,"8/1/17","8/7/17",1,"2017-31",0
2017-07-25,25001,"Barnstable County","MA",100,0,0,0,0,0,"7/25/17","7/31/17",1,"2017-30",0
2017-07-18,25001,"Barnstable County","MA",100,0,0,0,0,0,"7/18/17","7/24/17",1,"2017-29",0
2017-07-11,25001,"Barnstable County","MA",100,0,0,0,0,0,"7/11/17","7/17/17",1,"2017-28",0
2017-07-04,25001,"Barnstable County","MA",100,0,0,0,0,0,"7/4/17","7/10/17",1,"2017-27",0
2017-06-27,25001,"Barnstable County","MA",100,0,0,0,0,0,"6/27/17","7/3/17",1,"2017-26",0
2017-06-20,25001,"Barnstable County","MA",100,0,0,0,0,0,"6/20/17","6/26/17",1,"2017-25",0
2017-06-13,25001,"Barnstable County","MA",100,0,0,0,0,0,"6/13/17","6/19/17",1,"2017-24",0
2017-06-06,25001,"Barnstable County","MA",100,0,0,0,0,0,"6/6/17","6/12/17",1,"2017-23",0
2017-05-30,25001,"Barnstable County","MA",100,0,0,0,0,0,"5/30/17","6/5/17",1,"2017-22",0
2017-05-23,25001,"Barnstable County","MA",100,0,0,0,0,0,"5/23/17","5/29/17",1,"2017-21",0
2017-05-16,25001,"Barnstable County","MA",100,0,0,0,0,0,"5/16/17","5/22/17",1,"2017-20",0
2017-05-09,25001,"Barnstable County","MA",100,0,0,0,0,0,"5/9/17","5/15/17",1,"2017-19",0
2017-05-02,25001,"Barnstable County","MA",100,0,0,0,0,0,"5/2/17","5/8/17",1,"2017-18",0
2017-04-25,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/25/17","5/1/17",1,"2017-17",0
2017-04-18,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/18/17","4/24/17",1,"2017-16",0
2017-04-11,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/11/17","4/17/17",1,"2017-15",0
2017-04-04,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/4/17","4/10/17",1,"2017-14",0
2017-03-28,25001,"Barnstable County","MA",0,100,0,0,0,0,"3/28/17","4/3/17",1,"2017-13",100
2017-03-21,25001,"Barnstable County","MA",0,100,0,0,0,0,"3/21/17","3/27/17",1,"2017-12",100
2017-03-14,25001,"Barnstable County","MA",0,100,99.98,0,0,0,"3/14/17","3/20/17",1,"2017-11",199.98
2017-03-07,25001,"Barnstable County","MA",0,100,99.98,0,0,0,"3/7/17","3/13/17",1,"2017-10",199.98
2017-02-28,25001,"Barnstable County","MA",0,100,99.98,0,0,0,"2/28/17","3/6/17",1,"2017-09",199.98
2017-02-21,25001,"Barnstable County","MA",0,100,99.98,0,0,0,"2/21/17","2/27/17",1,"2017-08",199.98
2017-02-14,25001,"Barnstable County","MA",0,100,99.98,0,0,0,"2/14/17","2/20/17",1,"2017-07",199.98
2017-02-07,25001,"Barnstable County","MA",0,100,99.98,0,0,0,"2/7/17","2/13/17",1,"2017-06",199.98
2017-01-31,25001,"Barnstable County","MA",0,100,99.98,0,0,0,"1/31/17","2/6/17",1,"2017-05",199.98
2017-01-24,25001,"Barnstable County","MA",0,100,99.98,0,0,0,"1/24/17","1/30/17",1,"2017-04",199.98
2017-01-17,25001,"Barnstable County","MA",0,100,99.98,0,0,0,"1/17/17","1/23/17",1,"2017-03",199.98
2017-01-10,25001,"Barnstable County","MA",0,100,99.98,0,0,0,"1/10/17","1/16/17",1,"2017-02",199.98
2017-01-03,25001,"Barnstable County","MA",0,100,99.98,0,0,0,"1/3/17","1/9/17",1,"2017-01",199.98
2016-12-27,25001,"Barnstable County","MA",0,100,99.98,0,0,0,"12/27/16","1/2/17",1,"2016-52",199.98
2016-12-20,25001,"Barnstable County","MA",0,100,99.98,0,0,0,"12/20/16","12/26/16",1,"2016-51",199.98
2016-12-13,25001,"Barnstable County","MA",0,100,99.32,0,0,0,"12/13/16","12/19/16",1,"2016-50",199.32
2016-12-06,25001,"Barnstable County","MA",0,100,99.32,0,0,0,"12/6/16","12/12/16",1,"2016-49",199.32
2016-11-29,25001,"Barnstable County","MA",0,100,100,0,0,0,"11/29/16","12/5/16",1,"2016-48",200
2016-11-22,25001,"Barnstable County","MA",0,100,100,0,0,0,"11/22/16","11/28/16",1,"2016-47",200
2016-11-15,25001,"Barnstable County","MA",0,100,100,0,0,0,"11/15/16","11/21/16",1,"2016-46",200
2016-11-08,25001,"Barnstable County","MA",0,100,100,0,0,0,"11/8/16","11/14/16",1,"2016-45",200
2016-11-01,25001,"Barnstable County","MA",0,100,100,0,0,0,"11/1/16","11/7/16",1,"2016-44",200
2016-10-25,25001,"Barnstable County","MA",0,100,100,7.42,0,0,"10/25/16","10/31/16",1,"2016-43",207.42
2016-10-18,25001,"Barnstable County","MA",0,100,100,7.42,0,0,"10/18/16","10/24/16",1,"2016-42",207.42
2016-10-11,25001,"Barnstable County","MA",0,100,100,7.42,0,0,"10/11/16","10/17/16",1,"2016-41",207.42
2016-10-04,25001,"Barnstable County","MA",0,100,100,100,7.08,0,"10/4/16","10/10/16",1,"2016-40",307.08
2016-09-27,25001,"Barnstable County","MA",0,100,100,100,7.08,0,"9/27/16","10/3/16",1,"2016-39",307.08
2016-09-20,25001,"Barnstable County","MA",0,100,100,100,7.08,0,"9/20/16","9/26/16",1,"2016-38",307.08
2016-09-13,25001,"Barnstable County","MA",0,100,100,100,7.08,0,"9/13/16","9/19/16",1,"2016-37",307.08
2016-09-06,25001,"Barnstable County","MA",0,100,100,100,0,0,"9/6/16","9/12/16",1,"2016-36",300
2016-08-30,25001,"Barnstable County","MA",0,100,100,100,0,0,"8/30/16","9/5/16",1,"2016-35",300
2016-08-23,25001,"Barnstable County","MA",0,100,100,2.72,0,0,"8/23/16","8/29/16",1,"2016-34",202.72
2016-08-16,25001,"Barnstable County","MA",0,100,100,0,0,0,"8/16/16","8/22/16",1,"2016-33",200
2016-08-09,25001,"Barnstable County","MA",0,100,100,0,0,0,"8/9/16","8/15/16",1,"2016-32",200
2016-08-02,25001,"Barnstable County","MA",0,100,100,0,0,0,"8/2/16","8/8/16",1,"2016-31",200
2016-07-26,25001,"Barnstable County","MA",0,100,0,0,0,0,"7/26/16","8/1/16",1,"2016-30",100
2016-07-19,25001,"Barnstable County","MA",0,100,0,0,0,0,"7/19/16","7/25/16",1,"2016-29",100
2016-07-12,25001,"Barnstable County","MA",0,100,0,0,0,0,"7/12/16","7/18/16",1,"2016-28",100
2016-07-05,25001,"Barnstable County","MA",0,100,0,0,0,0,"7/5/16","7/11/16",1,"2016-27",100
2016-06-28,25001,"Barnstable County","MA",0,100,0,0,0,0,"6/28/16","7/4/16",1,"2016-26",100
2016-06-21,25001,"Barnstable County","MA",0,100,0,0,0,0,"6/21/16","6/27/16",1,"2016-25",100
2016-06-14,25001,"Barnstable County","MA",0.84,99.16,0,0,0,0,"6/14/16","6/20/16",1,"2016-24",99.16
2016-06-07,25001,"Barnstable County","MA",100,0,0,0,0,0,"6/7/16","6/13/16",1,"2016-23",0
2016-05-31,25001,"Barnstable County","MA",100,0,0,0,0,0,"5/31/16","6/6/16",1,"2016-22",0
2016-05-24,25001,"Barnstable County","MA",100,0,0,0,0,0,"5/24/16","5/30/16",1,"2016-21",0
2016-05-17,25001,"Barnstable County","MA",100,0,0,0,0,0,"5/17/16","5/23/16",1,"2016-20",0
2016-05-10,25001,"Barnstable County","MA",100,0,0,0,0,0,"5/10/16","5/16/16",1,"2016-19",0
2016-05-03,25001,"Barnstable County","MA",100,0,0,0,0,0,"5/3/16","5/9/16",1,"2016-18",0
2016-04-26,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/26/16","5/2/16",1,"2016-17",0
2016-04-19,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/19/16","4/25/16",1,"2016-16",0
2016-04-12,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/12/16","4/18/16",1,"2016-15",0
2016-04-05,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/5/16","4/11/16",1,"2016-14",0
2016-03-29,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/29/16","4/4/16",1,"2016-13",0
2016-03-22,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/22/16","3/28/16",1,"2016-12",0
2016-03-15,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/15/16","3/21/16",1,"2016-11",0
2016-03-08,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/8/16","3/14/16",1,"2016-10",0
2016-03-01,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/1/16","3/7/16",1,"2016-09",0
2016-02-23,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/23/16","2/29/16",1,"2016-08",0
2016-02-16,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/16/16","2/22/16",1,"2016-07",0
2016-02-09,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/9/16","2/15/16",1,"2016-06",0
2016-02-02,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/2/16","2/8/16",1,"2016-05",0
2016-01-26,25001,"Barnstable County","MA",100,0,0,0,0,0,"1/26/16","2/1/16",1,"2016-04",0
2016-01-19,25001,"Barnstable County","MA",94.45,5.55,0,0,0,0,"1/19/16","1/25/16",1,"2016-03",5.55
2016-01-12,25001,"Barnstable County","MA",94.45,5.55,0,0,0,0,"1/12/16","1/18/16",1,"2016-02",5.55
2016-01-05,25001,"Barnstable County","MA",92.13,7.87,0,0,0,0,"1/5/16","1/11/16",1,"2016-01",7.87
2015-12-29,25001,"Barnstable County","MA",92.13,7.87,0,0,0,0,"12/29/15","1/4/16",1,"2015-53",7.87
2015-12-22,25001,"Barnstable County","MA",92.13,7.87,0,0,0,0,"12/22/15","12/28/15",1,"2015-52",7.87
2015-12-15,25001,"Barnstable County","MA",92.13,7.87,0,0,0,0,"12/15/15","12/21/15",1,"2015-51",7.87
2015-12-08,25001,"Barnstable County","MA",92.13,7.87,0,0,0,0,"12/8/15","12/14/15",1,"2015-50",7.87
2015-12-01,25001,"Barnstable County","MA",92.13,7.87,0,0,0,0,"12/1/15","12/7/15",1,"2015-49",7.87
2015-11-24,25001,"Barnstable County","MA",92.13,7.87,0,0,0,0,"11/24/15","11/30/15",1,"2015-48",7.87
2015-11-17,25001,"Barnstable County","MA",0,100,0,0,0,0,"11/17/15","11/23/15",1,"2015-47",100
2015-11-10,25001,"Barnstable County","MA",0,100,0,0,0,0,"11/10/15","11/16/15",1,"2015-46",100
2015-11-03,25001,"Barnstable County","MA",0,100,0,0,0,0,"11/3/15","11/9/15",1,"2015-45",100
2015-10-27,25001,"Barnstable County","MA",0,100,0,0,0,0,"10/27/15","11/2/15",1,"2015-44",100
2015-10-20,25001,"Barnstable County","MA",0,100,0,0,0,0,"10/20/15","10/26/15",1,"2015-43",100
2015-10-13,25001,"Barnstable County","MA",0,100,0,0,0,0,"10/13/15","10/19/15",1,"2015-42",100
2015-10-06,25001,"Barnstable County","MA",0,100,0,0,0,0,"10/6/15","10/12/15",1,"2015-41",100
2015-09-29,25001,"Barnstable County","MA",0,100,0,0,0,0,"9/29/15","10/5/15",1,"2015-40",100
2015-09-22,25001,"Barnstable County","MA",0,100,0,0,0,0,"9/22/15","9/28/15",1,"2015-39",100
2015-09-15,25001,"Barnstable County","MA",0,100,0,0,0,0,"9/15/15","9/21/15",1,"2015-38",100
2015-09-08,25001,"Barnstable County","MA",0,100,0,0,0,0,"9/8/15","9/14/15",1,"2015-37",100
2015-09-01,25001,"Barnstable County","MA",0,100,0,0,0,0,"9/1/15","9/7/15",1,"2015-36",100
2015-08-25,25001,"Barnstable County","MA",0,100,0,0,0,0,"8/25/15","8/31/15",1,"2015-35",100
2015-08-18,25001,"Barnstable County","MA",0,100,0,0,0,0,"8/18/15","8/24/15",1,"2015-34",100
2015-08-11,25001,"Barnstable County","MA",0,100,0,0,0,0,"8/11/15","8/17/15",1,"2015-33",100
2015-08-04,25001,"Barnstable County","MA",0,100,0,0,0,0,"8/4/15","8/10/15",1,"2015-32",100
2015-07-28,25001,"Barnstable County","MA",0,100,0,0,0,0,"7/28/15","8/3/15",1,"2015-31",100
2015-07-21,25001,"Barnstable County","MA",0,100,0,0,0,0,"7/21/15","7/27/15",1,"2015-30",100
2015-07-14,25001,"Barnstable County","MA",0,100,0,0,0,0,"7/14/15","7/20/15",1,"2015-29",100
2015-07-07,25001,"Barnstable County","MA",0,100,0,0,0,0,"7/7/15","7/13/15",1,"2015-28",100
2015-06-30,25001,"Barnstable County","MA",0,100,100,0,0,0,"6/30/15","7/6/15",1,"2015-27",200
2015-06-23,25001,"Barnstable County","MA",0,100,100,0,0,0,"6/23/15","6/29/15",1,"2015-26",200
2015-06-16,25001,"Barnstable County","MA",0,100,100,0,0,0,"6/16/15","6/22/15",1,"2015-25",200
2015-06-09,25001,"Barnstable County","MA",0,100,100,0,0,0,"6/9/15","6/15/15",1,"2015-24",200
2015-06-02,25001,"Barnstable County","MA",0,100,100,0,0,0,"6/2/15","6/8/15",1,"2015-23",200
2015-05-26,25001,"Barnstable County","MA",0,100,100,0,0,0,"5/26/15","6/1/15",1,"2015-22",200
2015-05-19,25001,"Barnstable County","MA",0,100,100,0,0,0,"5/19/15","5/25/15",1,"2015-21",200
2015-05-12,25001,"Barnstable County","MA",0,100,0,0,0,0,"5/12/15","5/18/15",1,"2015-20",100
2015-05-05,25001,"Barnstable County","MA",100,0,0,0,0,0,"5/5/15","5/11/15",1,"2015-19",0
2015-04-28,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/28/15","5/4/15",1,"2015-18",0
2015-04-21,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/21/15","4/27/15",1,"2015-17",0
2015-04-14,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/14/15","4/20/15",1,"2015-16",0
2015-04-07,25001,"Barnstable County","MA",100,0,0,0,0,0,"4/7/15","4/13/15",1,"2015-15",0
2015-03-31,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/31/15","4/6/15",1,"2015-14",0
2015-03-24,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/24/15","3/30/15",1,"2015-13",0
2015-03-17,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/17/15","3/23/15",1,"2015-12",0
2015-03-10,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/10/15","3/16/15",1,"2015-11",0
2015-03-03,25001,"Barnstable County","MA",100,0,0,0,0,0,"3/3/15","3/9/15",1,"2015-10",0
2015-02-24,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/24/15","3/2/15",1,"2015-09",0
2015-02-17,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/17/15","2/23/15",1,"2015-08",0
2015-02-10,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/10/15","2/16/15",1,"2015-07",0
2015-02-03,25001,"Barnstable County","MA",100,0,0,0,0,0,"2/3/15","2/9/15",1,"2015-06",0
2015-01-27,25001,"Barnstable County","MA",100,0,0,0,0,0,"1/27/15","2/2/15",1,"2015-05",0
2015-01-20,25001,"Barnstable County","MA",100,0,0,0,0,0,"1/20/15","1/26/15",1,"2015-04",0
2015-01-13,25001,"Barnstable County","MA",100,0,0,0,0,0,"1/13/15","1/19/15",1,"2015-03",0
