"County","Town","Collection Date","Species","Virus"
"Norfolk","Norfolk",2016-09-08,"Culex pipiens/restuans complex","WNV"
"Norfolk","Quincy",2016-08-31,"Culex pipiens/restuans complex","WNV"
"Norfolk","Quincy",2016-09-13,"Culex pipiens/restuans complex","WNV"
"Norfolk","Wellesley",2016-08-18,"Culex pipiens/restuans complex","WNV"
"Norfolk","Wellesley",2016-09-01,"Culex pipiens/restuans complex","WNV"
"Norfolk","Wellesley",2016-09-01,"Culex pipiens/restuans complex","WNV"
"Norfolk","Westwood",2016-09-13,"Culex pipiens/restuans complex","WNV"
"Plymouth","Kingston",2016-08-15,"Culex pipiens/restuans complex","EEE"
"Plymouth","Middleborough",2016-07-12,"Culex pipiens/restuans complex","EEE"
"Plymouth","West Bridgewater",2016-08-23,"Culex pipiens/restuans complex","EEE"
"Suffolk","Boston",2016-07-15,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-07-20,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-07-26,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-07-26,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-08-02,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-08-02,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-08-02,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-08-02,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-08-02,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-08-02,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-08-02,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-08-02,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-08-02,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-08-02,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-08-09,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-08-09,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-08-16,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-08-16,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-08-16,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-08-16,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-08-16,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-08-16,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-08-25,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-08-25,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-08-25,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-08-25,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-08-25,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-08-25,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-08-25,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-08-25,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-08-30,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-08-30,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-09-14,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-09-14,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2016-09-20,"Culex pipiens/restuans complex","WNV"
"Suffolk","Chelsea",2016-08-02,"Culex pipiens/restuans complex","WNV"
"Suffolk","Revere",2016-08-10,"Culex pipiens","WNV"
"Suffolk","Revere",2016-08-24,"Culex pipiens","WNV"
"Suffolk","Revere",2016-09-12,"Culex pipiens","WNV"
"Suffolk","Revere",2016-09-14,"Culex pipiens","WNV"
"Suffolk","Winthrop",2016-08-08,"Culex pipiens","WNV"
"Suffolk","Winthrop",2016-08-15,"Culex salinarius","WNV"
"Suffolk","Winthrop",2016-08-24,"Culex pipiens","WNV"
"Suffolk","Winthrop",2016-08-24,"Culex pipiens","WNV"
"Worcester","Auburn",2016-08-02,"Culex pipiens/restuans complex","WNV"
"Worcester","Auburn",2016-08-02,"Coquillettidia perturbans","WNV"
"Worcester","Auburn",2016-08-23,"Culex species","WNV"
"Worcester","Auburn",2016-09-07,"Culex species","WNV"
"Worcester","Auburn",2016-09-13,"Culex species","WNV"
"Worcester","Berlin",2016-09-08,"Culex species","WNV"
"Worcester","Boylston",2016-08-25,"Culex species","WNV"
"Worcester","Clinton",2016-09-15,"Culex species","WNV"
"Worcester","Grafton",2016-08-10,"Culex pipiens/restuans complex","WNV"
"Worcester","Millbury",2016-08-19,"Culex species","WNV"
"Worcester","Millbury",2016-08-25,"Culex species","WNV"
"Worcester","Millbury",2016-08-25,"Culex species","WNV"
"Worcester","Millbury",2016-09-01,"Culex species","WNV"
"Worcester","Millbury",2016-09-08,"Culex species","WNV"
"Worcester","Westborough",2016-08-24,"Culex species","WNV"
"Worcester","Worcester",2016-07-01,"Culex pipiens/restuans complex","WNV"
"Worcester","Worcester",2016-07-01,"Culex pipiens/restuans complex","WNV"
"Worcester","Worcester",2016-07-01,"Culex pipiens/restuans complex","WNV"
"Worcester","Worcester",2016-07-08,"Culex pipiens/restuans complex","WNV"
"Worcester","Worcester",2016-07-08,"Culex pipiens/restuans complex","WNV"
"Worcester","Worcester",2016-07-29,"Culex pipiens/restuans complex","WNV"
"Berkshire","Richmond",2017-06-27,"Culex pipiens/restuans complex","WNV"
"Berkshire","Pittsfield",2017-07-25,"Culex pipiens/restuans complex","WNV"
"Berkshire","Clarksburg",2017-07-27,"Culex pipiens/restuans complex","WNV"
"Berkshire","Sheffield",2017-08-03,"Culex pipiens/restuans complex","WNV"
"Berkshire","Pittsfield",2017-08-03,"Culex pipiens/restuans complex","WNV"
"Berkshire","Pittsfield",2017-08-03,"Culex pipiens/restuans complex","WNV"
"Berkshire","Otis",2017-08-09,"Culex pipiens/restuans complex","WNV"
"Berkshire","Sheffield",2017-08-09,"Culex pipiens/restuans complex","WNV"
"Berkshire","Pittsfield",2017-08-15,"Culex pipiens/restuans complex","WNV"
"Berkshire","Richmond",2017-08-17,"Culex pipiens/restuans complex","WNV"
"Berkshire","Otis",2017-08-17,"Culex pipiens/restuans complex","WNV"
"Berkshire","Sheffield",2017-08-22,"Culex pipiens/restuans complex","WNV"
"Berkshire","Pittsfield",2017-08-22,"Culex pipiens/restuans complex","WNV"
"Berkshire","Pittsfield",2017-08-22,"Culex pipiens/restuans complex","WNV"
"Berkshire","Sheffield",2017-08-24,"Culex pipiens/restuans complex","WNV"
"Berkshire","Stockbridge",2017-08-24,"Culex pipiens/restuans complex","WNV"
"Berkshire","Pittsfield",2017-08-25,"Culex pipiens/restuans complex","WNV"
"Berkshire","Pittsfield",2017-08-25,"Culex pipiens/restuans complex","WNV"
"Berkshire","Stockbridge",2017-08-24,"Culex pipiens/restuans complex","WNV"
"Berkshire","Hinsdale",2017-08-29,"Culex pipiens/restuans complex","WNV"
"Berkshire","Richmond",2017-08-30,"Culex pipiens/restuans complex","WNV"
"Berkshire","Richmond",2017-08-30,"Culex pipiens/restuans complex","WNV"
"Berkshire","Sheffield",2017-08-30,"Culex pipiens/restuans complex","WNV"
"Berkshire","Stockbridge",2017-08-30,"Culex pipiens/restuans complex","WNV"
"Berkshire","Stockbridge",2017-08-30,"Culex pipiens/restuans complex","WNV"
"Berkshire","Clarksburg",2017-08-31,"Culex pipiens/restuans complex","WNV"
"Berkshire","Pittsfield",2017-09-05,"Culex pipiens/restuans complex","WNV"
"Berkshire","Pittsfield",2017-09-05,"Culex pipiens/restuans complex","WNV"
"Berkshire","Richmond",2017-09-19,"Culex pipiens/restuans complex","WNV"
"Berkshire","Otis",2017-09-19,"Culex pipiens/restuans complex","WNV"
"Bristol","Fairhaven",2017-07-06,"Culex pipiens/restuans complex","WNV"
"Bristol","Seekonk",2017-08-03,"Culex pipiens/restuans complex","WNV"
"Bristol","Swansea",2017-08-03,"Culex pipiens/restuans complex","WNV"
"Bristol","Seekonk",2017-08-10,"Culex pipiens/restuans complex","WNV"
"Bristol","Norton",2017-08-15,"Culex pipiens/restuans complex","WNV"
"Bristol","Seekonk",2017-08-17,"Culex pipiens/restuans complex","WNV"
"Bristol","Swansea",2017-08-24,"Culex pipiens/restuans complex","WNV"
"Bristol","Dighton",2017-08-25,"Culex pipiens/restuans complex","WNV"
"Bristol","Norton",2017-09-12,"Culex pipiens/restuans complex","WNV"
"Bristol","Freetown",2017-09-13,"Culiseta melanura","WNV"
"Bristol","Dartmouth",2017-09-13,"Culex pipiens/restuans complex","WNV"
"Barnstable","Sandwich",2017-08-08,"Culex pipiens/restuans complex","WNV"
"Barnstable","Bourne",2017-08-08,"Culex pipiens/restuans complex","WNV"
"Barnstable","Falmouth",2017-08-29,"Culex pipiens/restuans complex","WNV"
"Barnstable","Bourne",2017-08-29,"Culex pipiens/restuans complex","WNV"
"Barnstable","Sandwich",2017-08-24,"Culex pipiens/restuans complex","WNV"
"Barnstable","Sandwich",2017-08-25,"Ochlerotatus japonicus","WNV"
"Barnstable","Falmouth",2017-09-06,"Culex pipiens/restuans complex","WNV"
"Barnstable","Barnstable",2017-09-06,"Culex pipiens/restuans complex","WNV"
"Barnstable","Falmouth",2017-09-12,"Culex pipiens/restuans complex","WNV"
"Worcester","Milford",2017-07-27,"Culex species","WNV"
"Middlesex","Ashland",2017-07-27,"Culex species","WNV"
"Middlesex","Chelmsford",2017-08-01,"Culex species","WNV"
"Worcester","Millbury",2017-08-04,"Culex species","WNV"
"Worcester","Webster",2017-08-08,"Culex species","WNV"
"Worcester","Sturbridge",2017-08-08,"Culex species","WNV"
"Worcester","Millbury",2017-08-11,"Culex species","WNV"
"Middlesex","Billerica",2017-08-15,"Culex species","WNV"
"Worcester","Milford",2017-08-17,"Culex species","WNV"
"Worcester","Fitchburg",2017-08-22,"Culex species","WNV"
"Worcester","Leominster",2017-08-22,"Culex species","WNV"
"Middlesex","Dracut",2017-08-25,"Culex species","WNV"
"Middlesex","Natick",2017-08-31,"Culex species","WNV"
"Middlesex","Acton",2017-08-31,"Culex species","WNV"
"Middlesex","Billerica",2017-09-06,"Culex species","WNV"
"Middlesex","Chelmsford",2017-09-06,"Culex species","WNV"
"Middlesex","Stow",2017-09-13,"Culex species","WNV"
"Worcester","Lancaster",2017-09-14,"Culex species","WNV"
"Middlesex","Ayer",2017-09-15,"Culex species","WNV"
"Middlesex","Devens",2017-09-15,"Culex species","WNV"
"Middlesex","Belmont",2017-07-11,"Culex pipiens/restuans complex","WNV"
"Middlesex","Cambridge",2017-07-11,"Culex pipiens/restuans complex","WNV"
"Middlesex","Everett",2017-07-18,"Culex pipiens/restuans complex","WNV"
"Middlesex","Everett",2017-07-18,"Culex pipiens/restuans complex","WNV"
"Middlesex","Everett",2017-07-18,"Culex pipiens/restuans complex","WNV"
"Middlesex","Malden",2017-07-18,"Culex pipiens/restuans complex","WNV"
"Middlesex","Medford",2017-07-18,"Culex pipiens/restuans complex","WNV"
"Middlesex","Medford",2017-07-18,"Culex pipiens/restuans complex","WNV"
"Middlesex","Medford",2017-07-18,"Culex pipiens/restuans complex","WNV"
"Middlesex","Melrose",2017-07-26,"Culex pipiens/restuans complex","WNV"
"Middlesex","Lexington",2017-08-01,"Culex pipiens/restuans complex","WNV"
"Middlesex","Lexington",2017-08-01,"Culex pipiens/restuans complex","WNV"
"Middlesex","Concord",2017-08-03,"Culex pipiens/restuans complex","WNV"
"Middlesex","Newton",2017-08-08,"Culex pipiens/restuans complex","WNV"
"Middlesex","Newton",2017-08-08,"Culex pipiens/restuans complex","WNV"
"Middlesex","Framingham",2017-08-15,"Culex pipiens/restuans complex","WNV"
"Middlesex","Framingham",2017-08-15,"Culex pipiens/restuans complex","WNV"
"Middlesex","Framingham",2017-08-15,"Culex pipiens/restuans complex","WNV"
"Middlesex","Maynard",2017-08-15,"Culex pipiens/restuans complex","WNV"
"Middlesex","Arlington",2017-08-17,"Culex pipiens/restuans complex","WNV"
"Middlesex","Arlington",2017-08-17,"Culex pipiens/restuans complex","WNV"
"Middlesex","Arlington",2017-08-17,"Culex pipiens/restuans complex","WNV"
"Middlesex","Bedford",2017-08-17,"Culex pipiens/restuans complex","WNV"
"Middlesex","Bedford",2017-08-17,"Culex pipiens/restuans complex","WNV"
"Middlesex","Bedford",2017-08-17,"Culex pipiens/restuans complex","WNV"
"Middlesex","Bedford",2017-08-17,"Culex pipiens/restuans complex","WNV"
"Middlesex","Burlington",2017-08-17,"Culex pipiens/restuans complex","WNV"
"Middlesex","Burlington",2017-08-17,"Culex pipiens/restuans complex","WNV"
"Middlesex","Burlington",2017-08-17,"Culex pipiens/restuans complex","WNV"
"Middlesex","Lincoln",2017-08-17,"Culex pipiens/restuans complex","WNV"
"Middlesex","Watertown",2017-08-24,"Culex pipiens/restuans complex","WNV"
"Middlesex","Watertown",2017-08-24,"Culex pipiens/restuans complex","WNV"
"Middlesex","Watertown",2017-08-24,"Culex pipiens/restuans complex","WNV"
"Middlesex","Wayland",2017-08-24,"Culex pipiens/restuans complex","WNV"
"Middlesex","Wayland",2017-08-24,"Culex pipiens/restuans complex","WNV"
"Middlesex","Wayland",2017-08-24,"Culex pipiens/restuans complex","WNV"
"Middlesex","Belmont",2017-08-31,"Culex pipiens/restuans complex","WNV"
"Middlesex","Newton",2017-08-31,"Culex pipiens/restuans complex","WNV"
"Middlesex","Malden",2017-09-06,"Culex pipiens/restuans complex","WNV"
"Middlesex","Malden",2017-09-06,"Culex pipiens/restuans complex","WNV"
"Middlesex","Belmont",2017-09-19,"Culex pipiens/restuans complex","WNV"
"Middlesex","Melrose",2017-09-19,"Culex pipiens/restuans complex","WNV"
"Middlesex","Newton",2017-09-26,"Culex pipiens/restuans complex","WNV"
"Middlesex","Medford",2017-09-28,"Culex pipiens/restuans complex","WNV"
"Norfolk","Needham",2017-08-01,"Culex pipiens/restuans complex","WNV"
"Norfolk","Quincy",2017-08-09,"Culex pipiens/restuans complex","WNV"
"Norfolk","Holbrook",2017-08-16,"Culex pipiens/restuans complex","WNV"
"Norfolk","Dedham",2017-08-22,"Coquillettidia perturbans","WNV"
"Norfolk","Dedham",2017-08-22,"Coquillettidia perturbans","WNV"
"Norfolk","Dedham",2017-08-22,"Culex pipiens/restuans complex","WNV"
"Norfolk","Franklin",2017-08-30,"Culex pipiens/restuans complex","WNV"
"Norfolk","Millis",2017-09-06,"Culex pipiens/restuans complex","WNV"
"Norfolk","Quincy",2017-09-13,"Culex pipiens/restuans complex","WNV"
"Suffolk","Winthrop",2017-07-17,"Culex pipiens/restuans complex","WNV"
"Essex","Haverhill",2017-07-18,"Culex pipiens/restuans complex","WNV"
"Essex","Lynn",2017-07-24,"Culex pipiens/restuans complex","WNV"
"Essex","Lynn",2017-07-31,"Culex pipiens","WNV"
"Essex","Lynn",2017-07-31,"Culex pipiens","WNV"
"Essex","Lynn",2017-08-07,"Culex pipiens/restuans complex","WNV"
"Essex","Peabody",2017-08-07,"Culex pipiens","WNV"
"Essex","Saugus",2017-08-14,"Culex pipiens/restuans complex","WNV"
"Essex","Lynn",2017-08-14,"Culex pipiens","WNV"
"Essex","Lynn",2017-08-14,"Culex pipiens","WNV"
"Essex","Lynn",2017-08-14,"Culex pipiens","WNV"
"Essex","Lynn",2017-08-14,"Culex pipiens","WNV"
"Essex","Lynn",2017-08-14,"Culex pipiens","WNV"
"Essex","Lynn",2017-08-14,"Culex pipiens","WNV"
"Essex","Lynn",2017-08-14,"Culex pipiens","WNV"
"Essex","Beverly",2017-08-14,"Culex pipiens/restuans complex","WNV"
"Essex","Haverhill",2017-08-15,"Culex pipiens/restuans complex","WNV"
"Essex","Lynn",2017-08-22,"Culex pipiens","WNV"
"Essex","Lynn",2017-08-22,"Culex pipiens","WNV"
"Essex","Lynn",2017-08-22,"Culex pipiens","WNV"
"Essex","Lynn",2017-08-22,"Culex salinarius","WNV"
"Essex","Saugus",2017-08-22,"Culex salinarius","WNV"
"Essex","Beverly",2017-08-22,"Coquillettidia perturbans","WNV"
"Essex","Amesbury",2017-08-22,"Culex pipiens","WNV"
"Essex","North Andover",2017-08-29,"Culex salinarius","WNV"
"Essex","Beverly",2017-08-30,"Culex salinarius","WNV"
"Essex","North Andover",2017-09-05,"Coquillettidia perturbans","WNV"
