"week_num","Town","Result","Test_Type_Expanded","Pools_Tested","Total_Tested","Positive_Pools","MIR"
"2009-32","Swansea","Negative",NA,2,81,0,0
"2009-32","Westport","Negative",NA,3,106,0,0
"2009-33","Berkley","Negative",NA,4,170,0,0
"2009-33","Dartmouth","Negative",NA,1,45,0,0
"2009-33","Easton","Negative",NA,15,750,0,0
"2009-33","Fall River","Negative",NA,4,185,0,0
"2009-33","Freetown","Negative",NA,16,808,0,0
"2009-33","New Bedford","Negative",NA,13,567,0,0
"2009-33","Raynham","Negative",NA,7,336,0,0
"2009-33","Rehoboth","Negative",NA,6,300,0,0
"2009-33","Seekonk","Negative",NA,2,84,0,0
"2009-33","Swansea","Negative",NA,2,84,0,0
"2009-33","Westport","Negative",NA,5,223,0,0
"2009-34","Berkley","Negative",NA,5,225,0,0
"2009-34","Dartmouth","Negative",NA,1,53,0,0
"2009-34","Easton","Negative",NA,8,400,0,0
"2009-34","Easton","Positive","EEE",2,100,2,20
"2009-34","Fall River","Negative",NA,3,80,0,0
"2009-34","Freetown","Negative",NA,5,217,0,0
"2009-34","New Bedford","Negative",NA,19,906,0,0
"2009-34","New Bedford","Positive","EEE",2,100,2,20
"2009-34","North Attleborough","Negative",NA,1,51,0,0
"2009-34","Raynham","Negative",NA,6,287,0,0
"2009-34","Rehoboth","Negative",NA,9,450,0,0
"2009-34","Swansea","Negative",NA,1,51,0,0
"2009-34","Westport","Negative",NA,5,244,0,0
"2009-35","Acushnet","Negative",NA,2,71,0,0
"2009-35","Berkley","Negative",NA,5,260,0,0
"2009-35","Dartmouth","Negative",NA,1,31,0,0
"2009-35","Easton","Negative",NA,13,621,0,0
"2009-35","Fall River","Negative",NA,3,80,0,0
"2009-35","Freetown","Negative",NA,6,271,0,0
"2009-35","Freetown","Positive","WNV",1,50,1,20
"2009-35","New Bedford","Negative",NA,16,804,0,0
"2009-35","New Bedford","Positive","EEE",3,150,3,20
"2009-35","Raynham","Negative",NA,7,288,0,0
"2009-35","Rehoboth","Negative",NA,2,100,0,0
"2009-35","Seekonk","Negative",NA,3,145,0,0
"2009-35","Swansea","Negative",NA,3,158,0,0
"2009-35","Westport","Negative",NA,4,200,0,0
"2009-36","Acushnet","Negative",NA,2,91,0,0
"2009-36","Berkley","Negative",NA,2,72,0,0
"2009-36","Easton","Negative",NA,13,634,0,0
"2009-36","Fall River","Negative",NA,2,28,0,0
"2009-36","Freetown","Negative",NA,8,360,0,0
"2009-36","New Bedford","Negative",NA,6,263,0,0
"2009-36","New Bedford","Positive","EEE",2,100,2,20
"2009-36","New Bedford","Positive","WNV",1,33,1,30.3030303030303
"2009-36","Raynham","Negative",NA,6,234,0,0
"2009-36","Raynham","Positive","EEE",2,101,2,19.8019801980198
"2009-36","Rehoboth","Negative",NA,3,150,0,0
"2009-36","Seekonk","Negative",NA,2,104,0,0
"2009-36","Seekonk","Positive","WNV",1,53,1,18.8679245283019
"2009-36","Swansea","Negative",NA,1,50,0,0
"2009-36","Westport","Negative",NA,3,123,0,0
"2009-37","Berkley","Negative",NA,2,100,0,0
"2009-37","Easton","Negative",NA,2,86,0,0
"2009-37","Fall River","Negative",NA,2,69,0,0
"2009-37","Freetown","Negative",NA,6,246,0,0
"2009-37","New Bedford","Negative",NA,9,378,0,0
"2009-37","New Bedford","Positive","WNV",1,52,1,19.2307692307692
"2009-37","Raynham","Negative",NA,5,206,0,0
"2009-37","Rehoboth","Negative",NA,7,315,0,0
"2009-37","Seekonk","Negative",NA,1,26,0,0
"2009-37","Swansea","Negative",NA,1,22,0,0
"2009-37","Westport","Negative",NA,2,100,0,0
"2009-38","Berkley","Negative",NA,1,50,0,0
"2009-38","Easton","Negative",NA,7,324,0,0
"2009-38","Fall River","Negative",NA,2,43,0,0
"2009-38","Freetown","Negative",NA,5,227,0,0
"2009-38","New Bedford","Negative",NA,10,437,0,0
"2009-38","New Bedford","Positive","EEE",2,100,2,20
"2009-38","New Bedford","Positive","WNV",1,34,1,29.4117647058824
"2009-38","Raynham","Negative",NA,9,372,0,0
"2009-38","Raynham","Positive","EEE",3,141,3,21.2765957446809
"2009-38","Rehoboth","Negative",NA,3,122,0,0
"2009-38","Seekonk","Negative",NA,1,22,0,0
"2009-38","Swansea","Negative",NA,1,12,0,0
"2009-38","Westport","Negative",NA,2,100,0,0
"2009-38","Westport","Positive","WNV",2,67,2,29.8507462686567
"2009-39","Berkley","Negative",NA,2,61,0,0
"2009-39","Dartmouth","Negative",NA,2,71,0,0
"2009-39","Dartmouth","Positive","WNV",1,50,1,20
"2009-39","Easton","Negative",NA,4,164,0,0
"2009-39","Fairhaven","Negative",NA,10,500,0,0
"2009-39","Fairhaven","Positive","EEE",1,50,1,20
"2009-39","Freetown","Negative",NA,5,183,0,0
"2009-39","New Bedford","Negative",NA,6,243,0,0
"2009-39","Raynham","Negative",NA,3,99,0,0
"2009-39","Rehoboth","Negative",NA,3,82,0,0
"2009-39","Westport","Negative",NA,1,22,0,0
"2009-40","Berkley","Negative",NA,2,90,0,0
"2009-40","Easton","Negative",NA,4,200,0,0
"2009-40","Easton","Positive","EEE",3,150,3,20
"2009-40","Freetown","Negative",NA,4,165,0,0
"2009-40","New Bedford","Negative",NA,9,450,0,0
"2009-40","Raynham","Negative",NA,7,334,0,0
"2009-40","Rehoboth","Negative",NA,5,250,0,0
"2009-40","Westport","Negative",NA,9,450,0,0
"2009-40","Westport","Positive","WNV",1,50,1,20
"2009-41","Easton","Negative",NA,2,72,0,0
"2009-41","New Bedford","Negative",NA,7,331,0,0
"2009-41","New Bedford","Positive","EEE",1,50,1,20
"2009-41","Raynham","Negative",NA,1,39,0,0
"2009-41","Westport","Negative",NA,2,70,0,0
"2010-18","Raynham","Negative",NA,2,48,0,0
"2010-20","Freetown","Negative",NA,2,88,0,0
"2010-20","Raynham","Negative",NA,1,28,0,0
"2010-21","Freetown","Negative",NA,1,34,0,0
"2010-21","Raynham","Negative",NA,1,50,0,0
"2010-22","Freetown","Negative",NA,2,102,0,0
"2010-24","Easton","Negative",NA,1,50,0,0
"2010-24","Raynham","Negative",NA,1,45,0,0
"2010-26","Easton","Negative",NA,2,100,0,0
"2010-26","New Bedford","Negative",NA,2,100,0,0
"2010-26","Raynham","Negative",NA,2,100,0,0
"2010-26","Rehoboth","Negative",NA,1,26,0,0
"2010-26","Westport","Negative",NA,1,50,0,0
"2010-27","Easton","Negative",NA,6,272,0,0
"2010-27","Fall River","Negative",NA,4,197,0,0
"2010-27","New Bedford","Negative",NA,8,353,0,0
"2010-27","Raynham","Negative",NA,3,123,0,0
"2010-27","Rehoboth","Negative",NA,2,66,0,0
"2010-27","Seekonk","Negative",NA,2,101,0,0
"2010-27","Swansea","Negative",NA,1,30,0,0
"2010-27","Westport","Negative",NA,3,118,0,0
"2010-28","Berkley","Negative",NA,1,29,0,0
"2010-28","Easton","Negative",NA,6,222,0,0
"2010-28","Freetown","Negative",NA,9,360,0,0
"2010-28","Mansfield","Negative",NA,3,150,0,0
"2010-28","New Bedford","Negative",NA,5,177,0,0
"2010-28","Norton","Negative",NA,3,107,0,0
"2010-28","Raynham","Negative",NA,3,78,0,0
"2010-28","Rehoboth","Negative",NA,2,50,0,0
"2010-28","Westport","Negative",NA,3,96,0,0
"2010-29","Acushnet","Negative",NA,2,86,0,0
"2010-29","Berkley","Negative",NA,1,22,0,0
"2010-29","Dartmouth","Negative",NA,2,100,0,0
"2010-29","Easton","Negative",NA,4,116,0,0
"2010-29","Fairhaven","Positive","EEE",1,50,1,20
"2010-29","Fall River","Negative",NA,1,32,0,0
"2010-29","Freetown","Negative",NA,6,247,0,0
"2010-29","New Bedford","Negative",NA,7,289,0,0
"2010-29","Raynham","Negative",NA,2,58,0,0
"2010-29","Rehoboth","Negative",NA,1,44,0,0
"2010-29","Westport","Negative",NA,1,33,0,0
"2010-30","Attleboro","Negative",NA,2,77,0,0
"2010-30","Easton","Negative",NA,3,58,0,0
"2010-30","Fairhaven","Negative",NA,3,75,0,0
"2010-30","Freetown","Negative",NA,4,71,0,0
"2010-30","Freetown","Positive","EEE",2,59,2,33.8983050847458
"2010-30","New Bedford","Negative",NA,2,64,0,0
"2010-30","New Bedford","Positive","EEE",1,26,1,38.4615384615385
"2010-30","Raynham","Negative",NA,4,113,0,0
"2010-30","Rehoboth","Negative",NA,1,12,0,0
"2010-30","Seekonk","Negative",NA,1,47,0,0
"2010-30","Swansea","Negative",NA,3,152,0,0
"2010-30","Westport","Negative",NA,2,58,0,0
"2010-31","Acushnet","Negative",NA,14,495,0,0
"2010-31","Attleboro","Negative",NA,7,172,0,0
"2010-31","Dartmouth","Negative",NA,1,11,0,0
"2010-31","Easton","Negative",NA,3,122,0,0
"2010-31","Fall River","Negative",NA,3,94,0,0
"2010-31","Freetown","Negative",NA,1,12,0,0
"2010-31","New Bedford","Negative",NA,6,143,0,0
"2010-31","New Bedford","Positive","WNV",1,50,1,20
"2010-31","Raynham","Negative",NA,17,332,0,0
"2010-31","Raynham","Positive","EEE",1,17,1,58.8235294117647
"2010-31","Rehoboth","Negative",NA,1,13,0,0
"2010-31","Westport","Negative",NA,8,222,0,0
"2010-31","Westport","Positive","WNV",1,49,1,20.4081632653061
"2010-32","Acushnet","Negative",NA,1,12,0,0
"2010-32","Easton","Negative",NA,4,127,0,0
"2010-32","Fall River","Negative",NA,3,152,0,0
"2010-32","Mansfield","Negative",NA,5,226,0,0
"2010-32","New Bedford","Negative",NA,3,89,0,0
"2010-32","Raynham","Negative",NA,2,27,0,0
"2010-32","Rehoboth","Negative",NA,2,49,0,0
"2010-32","Seekonk","Negative",NA,1,41,0,0
"2010-32","Swansea","Negative",NA,6,272,0,0
"2010-32","Westport","Negative",NA,4,169,0,0
"2010-33","Berkley","Negative",NA,1,11,0,0
"2010-33","Dartmouth","Negative",NA,1,12,0,0
"2010-33","Easton","Negative",NA,2,55,0,0
"2010-33","Easton","Positive","EEE",2,98,2,20.4081632653061
"2010-33","Fall River","Negative",NA,4,171,0,0
"2010-33","Freetown","Negative",NA,2,56,0,0
"2010-33","Freetown","Positive","WNV",1,33,1,30.3030303030303
"2010-33","New Bedford","Negative",NA,4,62,0,0
"2010-33","Raynham","Negative",NA,3,55,0,0
"2010-33","Rehoboth","Negative",NA,2,43,0,0
"2010-33","Swansea","Negative",NA,3,131,0,0
"2010-33","Westport","Negative",NA,1,43,0,0
"2010-34","Acushnet","Negative",NA,2,58,0,0
"2010-34","Easton","Negative",NA,1,25,0,0
"2010-34","Fall River","Negative",NA,1,13,0,0
"2010-34","Freetown","Negative",NA,6,219,0,0
"2010-34","New Bedford","Negative",NA,4,58,0,0
"2010-34","Raynham","Negative",NA,2,61,0,0
"2010-34","Rehoboth","Negative",NA,2,76,0,0
"2010-34","Westport","Negative",NA,2,42,0,0
"2010-35","Berkley","Positive","EEE",1,46,1,21.7391304347826
"2010-35","Dartmouth","Negative",NA,2,106,0,0
"2010-35","Easton","Negative",NA,2,20,0,0
"2010-35","Fall River","Negative",NA,2,74,0,0
"2010-35","Fall River","Positive","WNV",1,50,1,20
"2010-35","Freetown","Negative",NA,5,121,0,0
"2010-35","New Bedford","Negative",NA,7,166,0,0
"2010-35","New Bedford","Positive","EEE, WNV",1,39,1,25.6410256410256
"2010-35","New Bedford","Positive","WNV",2,70,2,28.5714285714286
"2010-35","Raynham","Negative",NA,1,22,0,0
"2010-35","Raynham","Positive","EEE",1,18,1,55.5555555555556
"2010-35","Rehoboth","Negative",NA,2,27,0,0
"2010-35","Seekonk","Negative",NA,1,31,0,0
"2010-35","Swansea","Negative",NA,4,153,0,0
"2010-35","Westport","Negative",NA,2,75,0,0
"2010-36","Berkley","Negative",NA,1,18,0,0
"2010-36","Dartmouth","Negative",NA,2,39,0,0
"2010-36","Fall River","Negative",NA,2,15,0,0
"2010-36","Freetown","Negative",NA,8,156,0,0
"2010-36","Mansfield","Negative",NA,1,5,0,0
"2010-36","New Bedford","Negative",NA,2,32,0,0
"2010-36","New Bedford","Positive","WNV",1,41,1,24.390243902439
"2010-36","Seekonk","Negative",NA,1,10,0,0
"2010-37","Dartmouth","Negative",NA,1,30,0,0
"2010-37","Easton","Negative",NA,2,38,0,0
"2010-37","Fall River","Negative",NA,2,65,0,0
"2010-37","Freetown","Negative",NA,1,17,0,0
"2010-37","New Bedford","Negative",NA,3,54,0,0
"2010-37","New Bedford","Positive","WNV",1,53,1,18.8679245283019
"2010-37","Raynham","Negative",NA,1,9,0,0
"2010-37","Rehoboth","Negative",NA,1,15,0,0
"2010-37","Swansea","Negative",NA,1,13,0,0
"2010-37","Westport","Negative",NA,1,20,0,0
"2010-38","Dartmouth","Positive","WNV",1,24,1,41.6666666666667
"2010-38","Easton","Negative",NA,3,89,0,0
"2010-38","Fall River","Negative",NA,3,89,0,0
"2010-38","Fall River","Positive","WNV",1,36,1,27.7777777777778
"2010-38","New Bedford","Negative",NA,5,109,0,0
"2010-38","Raynham","Positive","WNV",1,32,1,31.25
"2010-38","Rehoboth","Negative",NA,2,21,0,0
"2010-38","Seekonk","Positive","WNV",1,38,1,26.3157894736842
"2010-38","Swansea","Negative",NA,3,131,0,0
"2010-38","Westport","Negative",NA,2,38,0,0
"2010-39","Dartmouth","Negative",NA,2,53,0,0
"2010-39","Easton","Negative",NA,1,23,0,0
"2010-39","Fall River","Negative",NA,3,60,0,0
"2010-39","New Bedford","Negative",NA,4,129,0,0
"2010-39","Raynham","Negative",NA,1,11,0,0
"2010-39","Seekonk","Negative",NA,1,16,0,0
"2010-39","Swansea","Negative",NA,1,35,0,0
"2010-39","Westport","Negative",NA,1,9,0,0
"2010-40","Easton","Negative",NA,1,5,0,0
"2011-25","Acushnet","Negative",NA,1,31,0,0
"2011-25","Attleboro","Negative",NA,2,71,0,0
"2011-25","Easton","Negative",NA,1,11,0,0
"2011-25","Fairhaven","Negative",NA,3,127,0,0
"2011-25","Fall River","Negative",NA,11,526,0,0
"2011-25","Freetown","Negative",NA,3,150,0,0
"2011-25","New Bedford","Negative",NA,10,459,0,0
"2011-25","Rehoboth","Negative",NA,1,6,0,0
"2011-25","Seekonk","Negative",NA,1,47,0,0
"2011-25","Swansea","Negative",NA,4,174,0,0
"2011-26","Attleboro","Negative",NA,1,50,0,0
"2011-26","Dartmouth","Negative",NA,1,22,0,0
"2011-26","Easton","Negative",NA,3,143,0,0
"2011-26","Fall River","Negative",NA,2,100,0,0
"2011-26","New Bedford","Negative",NA,3,116,0,0
"2011-26","Norton","Negative",NA,1,50,0,0
"2011-26","Raynham","Negative",NA,2,64,0,0
"2011-26","Rehoboth","Negative",NA,2,30,0,0
"2011-26","Seekonk","Negative",NA,1,50,0,0
"2011-26","Swansea","Negative",NA,2,100,0,0
"2011-26","Westport","Negative",NA,3,88,0,0
"2011-27","Acushnet","Negative",NA,6,286,0,0
"2011-27","Attleboro","Negative",NA,6,254,0,0
"2011-27","Dartmouth","Negative",NA,1,51,0,0
"2011-27","Dighton","Negative",NA,1,53,0,0
"2011-27","Easton","Negative",NA,2,69,0,0
"2011-27","Fall River","Negative",NA,3,150,0,0
"2011-27","New Bedford","Negative",NA,6,255,0,0
"2011-27","North Attleborough","Negative",NA,1,30,0,0
"2011-27","Raynham","Negative",NA,1,16,0,0
"2011-27","Rehoboth","Negative",NA,1,21,0,0
"2011-27","Seekonk","Negative",NA,2,100,0,0
"2011-27","Swansea","Negative",NA,3,150,0,0
"2011-27","Westport","Negative",NA,1,16,0,0
"2011-28","Acushnet","Negative",NA,3,143,0,0
"2011-28","Attleboro","Negative",NA,1,41,0,0
"2011-28","Berkley","Negative",NA,1,17,0,0
"2011-28","Dartmouth","Negative",NA,2,93,0,0
"2011-28","Easton","Negative",NA,1,29,0,0
"2011-28","Fall River","Negative",NA,4,200,0,0
"2011-28","Freetown","Negative",NA,2,100,0,0
"2011-28","New Bedford","Negative",NA,4,66,0,0
"2011-28","Norton","Negative",NA,1,23,0,0
"2011-28","Raynham","Negative",NA,2,70,0,0
"2011-28","Rehoboth","Negative",NA,1,46,0,0
"2011-28","Seekonk","Negative",NA,2,100,0,0
"2011-28","Swansea","Negative",NA,3,150,0,0
"2011-28","Westport","Negative",NA,2,39,0,0
"2011-29","Acushnet","Negative",NA,1,50,0,0
"2011-29","Attleboro","Negative",NA,1,52,0,0
"2011-29","Dartmouth","Negative",NA,1,49,0,0
"2011-29","Easton","Negative",NA,3,95,0,0
"2011-29","Fall River","Negative",NA,2,69,0,0
"2011-29","Mansfield","Negative",NA,1,28,0,0
"2011-29","New Bedford","Negative",NA,8,349,0,0
"2011-29","North Attleborough","Negative",NA,1,50,0,0
"2011-29","Norton","Negative",NA,1,50,0,0
"2011-29","Raynham","Negative",NA,4,148,0,0
"2011-29","Rehoboth","Negative",NA,3,79,0,0
"2011-29","Seekonk","Negative",NA,1,50,0,0
"2011-29","Swansea","Negative",NA,3,150,0,0
"2011-29","Westport","Negative",NA,2,99,0,0
"2011-30","Acushnet","Negative",NA,2,63,0,0
"2011-30","Attleboro","Negative",NA,3,102,0,0
"2011-30","Attleboro","Positive","WNV",1,50,1,20
"2011-30","Berkley","Negative",NA,1,43,0,0
"2011-30","Dartmouth","Negative",NA,2,99,0,0
"2011-30","Easton","Negative",NA,4,93,0,0
"2011-30","Fairhaven","Negative",NA,2,38,0,0
"2011-30","Fall River","Negative",NA,2,50,0,0
"2011-30","Freetown","Negative",NA,3,150,0,0
"2011-30","Freetown","Positive","WNV",1,50,1,20
"2011-30","New Bedford","Negative",NA,12,529,0,0
"2011-30","North Attleborough","Negative",NA,2,100,0,0
"2011-30","Norton","Negative",NA,1,50,0,0
"2011-30","Raynham","Negative",NA,2,72,0,0
"2011-30","Rehoboth","Negative",NA,1,29,0,0
"2011-30","Seekonk","Negative",NA,1,27,0,0
"2011-30","Swansea","Negative",NA,2,100,0,0
"2011-30","Westport","Negative",NA,3,85,0,0
"2011-31","Acushnet","Negative",NA,2,64,0,0
"2011-31","Attleboro","Negative",NA,4,161,0,0
"2011-31","Berkley","Negative",NA,2,93,0,0
"2011-31","Dartmouth","Negative",NA,1,23,0,0
"2011-31","Easton","Negative",NA,7,259,0,0
"2011-31","Easton","Positive","WNV",1,50,1,20
"2011-31","Fall River","Negative",NA,1,51,0,0
"2011-31","Freetown","Negative",NA,2,102,0,0
"2011-31","Mansfield","Negative",NA,1,22,0,0
"2011-31","New Bedford","Negative",NA,8,287,0,0
"2011-31","New Bedford","Positive","WNV",1,49,1,20.4081632653061
"2011-31","North Attleborough","Negative",NA,1,19,0,0
"2011-31","Norton","Negative",NA,3,131,0,0
"2011-31","Raynham","Negative",NA,3,68,0,0
"2011-31","Raynham","Positive","EEE",1,52,1,19.2307692307692
"2011-31","Rehoboth","Negative",NA,3,101,0,0
"2011-31","Seekonk","Negative",NA,1,19,0,0
"2011-31","Swansea","Negative",NA,2,40,0,0
"2011-31","Taunton","Negative",NA,1,15,0,0
"2011-31","Westport","Negative",NA,2,105,0,0
"2011-32","Acushnet","Negative",NA,5,50,0,0
"2011-32","Attleboro","Negative",NA,5,190,0,0
"2011-32","Berkley","Negative",NA,2,45,0,0
"2011-32","Berkley","Positive","EEE",1,50,1,20
"2011-32","Dartmouth","Negative",NA,2,100,0,0
"2011-32","Easton","Negative",NA,7,332,0,0
"2011-32","Easton","Positive","EEE",5,250,5,20
"2011-32","Fall River","Negative",NA,7,310,0,0
"2011-32","Mansfield","Negative",NA,2,70,0,0
"2011-32","New Bedford","Negative",NA,11,382,0,0
"2011-32","New Bedford","Positive","WNV",1,34,1,29.4117647058824
"2011-32","North Attleborough","Negative",NA,3,158,0,0
"2011-32","Norton","Negative",NA,1,39,0,0
"2011-32","Raynham","Positive","EEE",5,210,5,23.8095238095238
"2011-32","Rehoboth","Negative",NA,2,78,0,0
"2011-32","Swansea","Positive","WNV",1,19,1,52.6315789473684
"2011-32","Westport","Negative",NA,7,359,0,0
"2011-33","Acushnet","Negative",NA,1,12,0,0
"2011-33","Attleboro","Negative",NA,2,60,0,0
"2011-33","Berkley","Negative",NA,1,6,0,0
"2011-33","Easton","Negative",NA,4,139,0,0
"2011-33","Easton","Positive","WNV",1,51,1,19.6078431372549
"2011-33","Freetown","Negative",NA,1,50,0,0
"2011-33","Freetown","Positive","EEE",2,100,2,20
"2011-33","Freetown","Positive","EEE, WNV",1,50,1,20
"2011-33","New Bedford","Negative",NA,8,209,0,0
"2011-33","Norton","Negative",NA,2,14,0,0
"2011-33","Raynham","Negative",NA,3,64,0,0
"2011-33","Raynham","Positive","EEE",1,8,1,125
"2011-33","Raynham","Positive","EEE, WNV",1,47,1,21.2765957446809
"2011-33","Rehoboth","Negative",NA,3,111,0,0
"2011-33","Seekonk","Negative",NA,1,8,0,0
"2011-33","Swansea","Negative",NA,3,95,0,0
"2011-33","Taunton","Negative",NA,2,38,0,0
"2011-33","Westport","Negative",NA,2,74,0,0
"2011-34","Attleboro","Negative",NA,1,20,0,0
"2011-34","Berkley","Negative",NA,3,41,0,0
"2011-34","Dartmouth","Negative",NA,1,38,0,0
"2011-34","Dighton","Negative",NA,1,35,0,0
"2011-34","Dighton","Positive","EEE",2,45,2,44.4444444444444
"2011-34","Easton","Negative",NA,6,165,0,0
"2011-34","Fall River","Negative",NA,2,93,0,0
"2011-34","Freetown","Negative",NA,5,120,0,0
"2011-34","Freetown","Positive","EEE",1,50,1,20
"2011-34","Freetown","Positive","WNV",3,123,3,24.390243902439
"2011-34","Mansfield","Positive","WNV",1,43,1,23.2558139534884
"2011-34","New Bedford","Negative",NA,6,122,0,0
"2011-34","New Bedford","Positive","WNV",3,144,3,20.8333333333333
"2011-34","North Attleborough","Negative",NA,1,42,0,0
"2011-34","Norton","Negative",NA,1,31,0,0
"2011-34","Norton","Positive","EEE",1,52,1,19.2307692307692
"2011-34","Raynham","Positive","EEE",3,56,3,53.5714285714286
"2011-34","Rehoboth","Negative",NA,2,57,0,0
"2011-34","Rehoboth","Positive","EEE",1,15,1,66.6666666666667
"2011-34","Seekonk","Negative",NA,1,46,0,0
"2011-34","Swansea","Negative",NA,2,82,0,0
"2011-34","Westport","Negative",NA,3,26,0,0
"2011-35","Attleboro","Negative",NA,5,116,0,0
"2011-35","Dartmouth","Negative",NA,1,35,0,0
"2011-35","Dighton","Negative",NA,9,94,0,0
"2011-35","Easton","Negative",NA,7,143,0,0
"2011-35","Fairhaven","Negative",NA,1,22,0,0
"2011-35","Fall River","Negative",NA,3,70,0,0
"2011-35","Freetown","Negative",NA,4,200,0,0
"2011-35","Mansfield","Negative",NA,4,49,0,0
"2011-35","New Bedford","Negative",NA,8,188,0,0
"2011-35","New Bedford","Positive","WNV",1,37,1,27.027027027027
"2011-35","North Attleborough","Negative",NA,2,57,0,0
"2011-35","Norton","Negative",NA,6,194,0,0
"2011-35","Raynham","Negative",NA,3,41,0,0
"2011-35","Rehoboth","Positive","EEE",1,14,1,71.4285714285714
"2011-35","Seekonk","Negative",NA,4,126,0,0
"2011-35","Swansea","Negative",NA,3,90,0,0
"2011-35","Westport","Negative",NA,2,16,0,0
"2011-36","Berkley","Negative",NA,5,175,0,0
"2011-36","Dartmouth","Negative",NA,4,141,0,0
"2011-36","Dighton","Negative",NA,8,257,0,0
"2011-36","Easton","Negative",NA,5,121,0,0
"2011-36","Fairhaven","Negative",NA,1,39,0,0
"2011-36","Fall River","Negative",NA,1,47,0,0
"2011-36","Freetown","Negative",NA,13,565,0,0
"2011-36","Freetown","Positive","EEE",1,50,1,20
"2011-36","Freetown","Positive","WNV",1,55,1,18.1818181818182
"2011-36","New Bedford","Negative",NA,6,134,0,0
"2011-36","North Attleborough","Negative",NA,1,17,0,0
"2011-36","Norton","Negative",NA,5,159,0,0
"2011-36","Raynham","Negative",NA,5,136,0,0
"2011-36","Rehoboth","Negative",NA,2,61,0,0
"2011-36","Seekonk","Negative",NA,3,55,0,0
"2011-36","Swansea","Negative",NA,1,18,0,0
"2011-36","Westport","Negative",NA,3,119,0,0
"2011-37","Attleboro","Negative",NA,3,61,0,0
"2011-37","Berkley","Positive","EEE, WNV",1,50,1,20
"2011-37","Berkley","Positive","WNV",2,53,2,37.7358490566038
"2011-37","Dartmouth","Negative",NA,1,49,0,0
"2011-37","Dighton","Negative",NA,2,39,0,0
"2011-37","Dighton","Positive","EEE",1,35,1,28.5714285714286
"2011-37","Easton","Negative",NA,8,324,0,0
"2011-37","Easton","Positive","EEE",1,50,1,20
"2011-37","Fairhaven","Negative",NA,1,7,0,0
"2011-37","Freetown","Negative",NA,4,176,0,0
"2011-37","Freetown","Positive","WNV",1,50,1,20
